signal_month,return_column,observations,design_columns,condition_number,intercept,beta_log_size,beta_market,beta_volatility,beta_liquidity,residual_mean,residual_std,regression_valid
2025-09-30,forward_return_1m,5435,91,1048093141875.0548,0.05161677059672238,-0.006068477403366031,0.003489681016122351,-0.006176421965645203,-0.013143462157717431,2.549325362892724e-17,0.1003300850104727,True
2025-10-31,forward_return_1m,5442,91,1064301160371.6805,0.03977685014817599,-0.008043284539660944,-0.005604009236898668,-0.0015163404955226409,-0.002042734429757431,2.6113294221245874e-18,0.11326231494694515,True
2025-11-30,forward_return_1m,5452,91,999476634427.9757,0.01770127562322557,0.008582596009187766,-0.000997364538822485,-0.008049848835309643,0.013019534394431535,1.995631995841257e-17,0.1401006381025347,True
2025-12-31,forward_return_1m,0,0,,,,,,,,,False
2014-01-31,forward_return_3m,2444,84,995682721984.7006,0.084096241316799,-0.000537067780228363,0.0,0.007515297519185132,-0.07419765347035409,-1.0902353760639835e-18,0.18621660918548094,True
2014-02-28,forward_return_3m,2429,84,989542973049.6891,0.019656178570300352,-0.0064571724707215995,0.0,-0.003933947913270852,-0.05835419890670703,2.1939359893786544e-18,0.19199395740307104,True
2014-03-31,forward_return_3m,2428,84,989224957993.7699,0.013285876865897177,-0.05695961413884598,0.0,0.004390863410486381,-0.008006260165046441,1.3169037524384064e-17,0.1968320145439944,True
2014-04-30,forward_return_3m,2404,84,979432312692.258,0.10895683605487273,-0.043789776330073915,0.0,0.003465525028892764,-0.013673770705517351,-3.509856483839929e-17,0.21077127690283304,True
2014-05-31,forward_return_3m,2374,83,967095139435.0021,0.14003688523729566,-0.04204523267743341,0.0,-0.008808640268734132,-0.014287164472838529,-1.400171750517152e-16,0.18031603250521855,True
2014-06-30,forward_return_3m,2388,84,972909784888.3284,0.44923425933817573,-0.046363607310028844,0.0,-0.020713594232797134,-0.04604331537412829,2.666766863169974e-16,0.21398571834356778,True
2014-07-31,forward_return_3m,2398,83,976921623719.9954,0.24988373129404773,-0.05591978057636813,0.0,-0.01794517517660322,-0.03148401652534673,-6.213174724966472e-17,0.23895325033230927,True
2014-08-31,forward_return_3m,2405,83,389421829948.36304,0.2763311874162508,-0.03652076838549019,0.002727874284662551,0.004313769689133733,-0.028021099696647043,8.124709036757903e-18,0.2700143809897663,True
2014-09-30,forward_return_3m,2433,83,394819549553.4235,-0.08649527539010886,0.07034734327746295,0.0028702488626503276,-0.016718313884623998,-0.02047402665714408,-6.424965140453023e-17,0.30966619401023615,True
2014-10-31,forward_return_3m,2401,82,402399994221.83,0.0935780700724401,0.07783199874164184,0.001872225555319378,0.009159992701313792,-0.03200983700449049,-1.0727686035528376e-17,0.2952247289108353,True
2014-11-30,forward_return_3m,2410,84,419830529837.76215,0.0013855358631108257,0.05615229128700205,0.011860853831818242,-0.017582280583562645,-0.01935213258093268,5.1595426870546696e-18,0.3246984765276747,True
2014-12-31,forward_return_3m,2455,84,520510642397.1792,0.33590179342698945,-0.006030918013298295,0.037564568725611,0.033771672662465675,-0.09345342299791398,2.749554374631752e-16,0.4197397576505304,True
2015-01-31,forward_return_3m,2459,83,504323907818.7006,0.4759567072633034,0.010943185920413396,0.02775666618069278,0.05405360566716198,-0.09536641817663676,-7.892109992048693e-17,0.3643376364751856,True
2015-02-28,forward_return_3m,2444,82,471719493166.61816,0.8011841248976882,-0.10133654143926077,0.029854551190520745,0.07067121812475864,-0.06999437202721698,2.907294336170623e-16,0.4773162705236168,True
2015-03-31,forward_return_3m,2488,82,488159785179.2647,0.28015980509126076,0.032390461453141776,-0.006159780625395781,0.04038367062592787,-0.16108734607422928,-3.641245932854211e-17,0.37129343794214714,True
2015-04-30,forward_return_3m,2520,83,532170024815.6761,-0.10576670908201152,0.01144333770092233,-0.025645982382843043,0.019019829976747525,-0.08539441213616678,-6.3441315692866086e-18,0.23001205596155372,True
2015-05-31,forward_return_3m,2529,83,493025087287.4814,-0.3323711925677293,0.04969541824962878,-0.054756072167268424,-0.005220482550153677,-0.13243852071312337,-1.236215119550985e-16,0.20666181341526688,True
2015-06-30,forward_return_3m,2542,83,512794361873.319,-0.34340172058458474,0.064113923941795,0.003494010523162901,0.00337284611766349,-0.12259740035386485,-3.21449310040958e-17,0.202987046129636,True
2015-07-31,forward_return_3m,2471,83,499539661212.03406,-0.025954606004769183,-0.07177314065739909,0.012125725404740852,-0.023606933892832516,-0.01637504579861091,1.1502108227601784e-17,0.22761314291432078,True
2015-08-31,forward_return_3m,2422,83,458118455749.9379,0.24048134585619196,-0.10660058006014182,0.047340075178717245,0.03181211107914038,-0.03739617883375353,1.0561328855228574e-16,0.2803897176343065,True
2015-09-30,forward_return_3m,2426,83,463487867658.4656,0.36872851471723395,-0.1344712295402404,0.026163126542756883,0.014362541570228834,-0.025128703623744773,1.0397472019572777e-16,0.2724257275778151,True
2015-10-31,forward_return_3m,2471,83,421248500911.93616,-0.1759535056120958,-0.030442003293197874,0.0029978405497565223,-0.01697978926051521,-0.041562894485663464,-9.345462934926449e-18,0.16461301410528462,True
2015-11-30,forward_return_3m,2547,83,454004700155.8145,-0.28663370892831597,0.00580920426684596,-0.0075549427159523445,-0.02189274806027907,-0.03668965909169622,2.5804948197019735e-17,0.14131133607645113,True
2015-12-31,forward_return_3m,2637,83,457913174669.63666,-0.18161989170685827,0.0318855797321974,-4.272705736954998e-05,0.01916641366265631,-0.10206384102682252,3.907041967584927e-17,0.18444394035051903,True
2016-01-31,forward_return_3m,2645,83,467420192028.04114,0.1798811721719374,-0.045240895379714034,-0.0031897108368892585,-0.002793917795962862,-0.019283505575775732,-4.701133412401419e-18,0.16834254910546614,True
2016-02-29,forward_return_3m,2632,83,437939802292.10944,0.19213923916516346,-0.049878108911735504,-0.0018126405755486922,-0.006134662889678129,-0.017176662790701503,5.196788625904988e-17,0.19513444215637088,True
2016-03-31,forward_return_3m,2658,83,452105134898.92267,0.021880675181553084,0.003952738672078694,-0.001953366202160412,0.022518431553568558,-0.08560682648708427,3.1076220102374585e-17,0.19523528314011696,True
2016-04-30,forward_return_3m,2640,83,454445749551.3972,-0.007002125075353986,0.03175679631969075,0.0006219915537277405,0.01050367808399076,-0.06697180107240064,-2.0522304394586227e-17,0.1539838775055896,True
2016-05-31,forward_return_3m,2638,83,421022722671.569,0.042671648204687655,0.017406892892270667,0.005808046294456344,0.02351116628541088,-0.07381974424517264,6.060353129113819e-18,0.1594474198538522,True
2016-06-30,forward_return_3m,2662,83,435402354877.1033,0.008790889140555402,0.02444476852098111,0.0006985022414759368,0.014252795028140187,-0.1134723529168359,2.469015892479687e-17,0.15456248593676275,True
2016-07-31,forward_return_3m,2706,83,419029489627.4731,0.06724006708167685,0.002868549270076869,0.004846635715200176,0.04173250378087844,-0.09012825511425765,-2.2319339445531604e-17,0.16251783584754262,True
2016-08-31,forward_return_3m,2748,83,436080021193.8423,0.03671562050881908,0.012094800616239633,-0.009183563757265962,0.038717292205580844,-0.09051072857852396,2.0523773526549473e-17,0.16141278885583143,True
2016-09-30,forward_return_3m,2787,83,399424985040.1817,0.05438402006623856,0.0069434322534298746,-0.010609039841191723,0.016798453907900513,-0.058668083305391944,4.461606701041175e-18,0.15378606991438545,True
2016-10-31,forward_return_3m,2802,83,414352455224.7769,-0.007142937918354011,0.044455252710674034,-0.006645350487930986,0.028932144299722226,-0.07703309423583937,1.4264107382764324e-17,0.14083186887372312,True
2016-11-30,forward_return_3m,2858,83,434210992022.0242,-0.041861722843466974,0.03805726024081297,0.0030975197322289875,0.024592976886235574,-0.07954113427488947,-7.769230403255119e-18,0.1413776844023137,True
2016-12-31,forward_return_3m,2905,84,450669770292.15753,-0.08312959836161331,0.05389127936569244,-0.0005397487338750076,0.014333172209277375,-0.0697014825857179,1.2841133778796992e-17,0.1611144564455265,True
2017-01-31,forward_return_3m,2947,84,497200365722.9911,-0.12756238180294643,0.074314730175533,-0.004619122967014631,0.03683537283007058,-0.09160438180980814,6.268785588653751e-17,0.17960994468531172,True
2017-02-28,forward_return_3m,2962,85,460464677097.71185,-0.21805247245391288,0.08273615096518092,-0.006285624954799175,0.009699623077310215,-0.05165295097502378,1.5892456530758487e-16,0.15911214033620957,True
2017-03-31,forward_return_3m,3015,86,471405876253.19836,-0.1568549442605909,0.08044456607810536,-0.00329114906138304,0.0011329347484752687,-0.04730872859261133,2.7101961728826376e-17,0.15204836534349886,True
2017-04-30,forward_return_3m,3043,86,523527505769.42505,-0.008182076121987021,0.06652587355453347,-0.002661223611262812,-0.0046335473733437,-0.03325516591625407,-5.253766531252795e-18,0.1582463238835918,True
2017-05-31,forward_return_3m,3053,87,517430854976.24493,0.09485670819407277,0.03570267532436346,0.004679829244227475,-0.00011879210707146527,-0.027919349771687346,2.2982671194336683e-17,0.17041360885721796,True
2017-06-30,forward_return_3m,3084,87,547993014713.7706,0.09219418776794418,0.03238461012906316,0.0018822989804850477,0.007257269433574811,-0.031220606836290205,-4.63672910414138e-17,0.16366741184447128,True
2017-07-31,forward_return_3m,3121,87,546155778186.70435,0.02794980705566237,0.056456924961346806,0.0015957461657911585,0.042224969048342074,-0.06791055564306861,1.1667835696156724e-17,0.1635339252656253,True
2017-08-31,forward_return_3m,3155,87,535257806094.3195,-0.10922578677991186,0.06709723604274329,0.00597416524458341,-0.0023085950914016108,-0.03980860299392832,3.3640989272318534e-17,0.14020189864938806,True
2017-09-30,forward_return_3m,3236,87,530525839948.7593,-0.1305382133142809,0.08714355906115395,0.005135155235304595,0.02367008795152293,-0.06343842482800272,3.375956292432491e-17,0.1555827091194594,True
2017-10-31,forward_return_3m,3258,87,537527080411.2339,-0.13697153673688522,0.08353169300564911,0.002076646838939536,0.01538049442723315,-0.044025930699625467,3.884758281377159e-17,0.14329350787568215,True
2017-11-30,forward_return_3m,3314,87,539943206373.1281,-0.04305644357195883,0.0453402604705647,-0.0039044797629783625,-6.27961832899143e-05,-0.004611384013444346,2.921286896418638e-17,0.14327580392438558,True
2017-12-31,forward_return_3m,3324,87,542468738452.7016,-0.005516552924862087,0.015573730482717447,-0.003128637616496474,0.00552173068369808,-0.02258366585825568,0.0,0.1715780031206447,True
2018-01-31,forward_return_3m,3339,89,580896302367.4364,-0.06077943055172394,-0.016451683885041597,0.00618518475447084,0.0075537052514793495,-0.004501877422196364,5.320026473196318e-19,0.15659649582357377,True
2018-02-28,forward_return_3m,3325,89,571689860309.4578,-0.015502713145938455,-0.017331451593231708,0.004923547584763106,0.009065481076493615,-0.028903934627703663,-6.410911901594889e-18,0.17768038816616302,True
2018-03-31,forward_return_3m,3310,89,533143539878.3022,-0.2082113289150281,0.03262478434850547,0.0015507259572329966,0.012996675367114675,-0.04171724238155103,-1.1055272172702465e-16,0.1598720756936538,True
2018-04-30,forward_return_3m,3313,89,523292673411.3507,-0.1363183049216741,0.026852614023761677,0.003912249288140312,0.013126343241979995,-0.026495683963630993,-2.4664175856447787e-17,0.14259289009062287,True
2018-05-31,forward_return_3m,3367,88,552228041464.759,-0.21484832309528717,0.03295129573192688,-0.006824370631607785,0.009965103151172194,-0.036055806580696854,-4.009596667490913e-17,0.13292899825906387,True
2018-06-30,forward_return_3m,3382,89,557194842620.6262,-0.05228132388614106,0.0439470673127432,-0.009810445807141422,0.004348707447961943,-0.057835592237281026,2.652454772019889e-17,0.13103325053433842,True
2018-07-31,forward_return_3m,3400,89,554517932256.0908,-0.18226305031296486,0.010783006832900873,-0.01150472149059232,-0.003414464303672249,-0.028714212180708635,-8.803415512910065e-17,0.1187425839770091,True
2018-08-31,forward_return_3m,3449,89,582897398538.4216,-0.07850766717697226,0.0011156683632705814,0.0006475585990424356,0.007925525366035458,-0.032117580593141404,2.060141304030444e-18,0.12966741840802407,True
2018-09-30,forward_return_3m,3486,89,597103518225.1606,-0.12012715071362957,-0.003780348107795957,0.003702549247458613,0.0026665722158147583,-0.04030605346366932,1.3758357620139634e-17,0.13384091332416448,True
2018-10-31,forward_return_3m,3508,89,582105672413.9453,-0.06497541038939972,0.040210106725075856,0.0058690028756099915,-0.005266169712665367,-0.043089804414212465,2.6584587818846395e-18,0.142338917933358,True
2018-11-30,forward_return_3m,3539,89,559587440509.2686,0.07874863315017253,0.02368772632868825,0.0029058053294886365,0.007186293923309954,-0.021421343869197487,8.231775124657844e-17,0.16603114733676685,True
2018-12-31,forward_return_3m,3555,90,558946327565.4357,0.27674388442565595,0.02295633335175652,0.012623151573021515,0.006409173666315002,-0.023177940856994605,-8.494533409227639e-17,0.23227869512898236,True
2019-01-31,forward_return_3m,3574,90,572214058919.9266,0.25186930361009663,-0.009983045578685667,0.008508711368224701,0.02867867122108454,-0.012327103033465438,-1.3717808832525716e-16,0.2399186525809804,True
2019-02-28,forward_return_3m,3580,90,682605672101.1892,0.2591022825435962,0.010361776599543895,-0.0071240113940432255,0.0069983235614404305,-0.04850474849078341,-3.783441592298019e-17,0.2149963681479216,True
2019-03-31,forward_return_3m,3589,90,642639708151.3177,0.14143891778152795,0.017855292274464377,-0.0077401354171835945,-0.013775825436321481,-0.03985337914729696,2.6232073694124624e-17,0.16002486957852965,True
2019-04-30,forward_return_3m,3593,90,624994734913.418,0.09555324445242647,0.008461964653006146,-0.017366422461896937,-0.011280425956314523,-0.028513312722615737,-2.1753326171336215e-17,0.13816432034047596,True
2019-05-31,forward_return_3m,3603,90,605286209714.199,-0.07013893135472717,0.020668990016981092,-0.011181067598277023,-0.007580998406900981,-0.01954094734155194,9.860432081044966e-18,0.16722595400039553,True
2019-06-30,forward_return_3m,3614,90,579838468904.1011,-0.11824490585450688,0.010303735858244673,-0.0049984830419967955,-0.010461532461273805,-0.016182207606984095,-3.932167879137245e-18,0.17162204118049987,True
2019-07-31,forward_return_3m,3651,90,573387698746.1831,-0.08675835131123805,0.017519057759904286,-0.0002927279200241605,0.012008862297839644,-0.016233858251033625,-1.1190415586471039e-17,0.15977883749447222,True
2019-08-31,forward_return_3m,3664,90,622483729419.8533,-0.08218808949234781,0.017792683078198913,0.005798590354125282,-0.01543682148495504,-0.022487934071835625,6.060169348390593e-18,0.16644630404245225,True
2019-09-30,forward_return_3m,3674,90,627143266195.574,0.049296633854870986,0.02703229896602618,0.007892889660724777,0.004569753488349281,-0.02807798753128686,9.669879365270825e-18,0.17750242205339276,True
2019-10-31,forward_return_3m,3688,90,624073935957.0197,0.08617805223097111,0.007144587909973746,0.003725531592385625,-0.003431386021203596,0.006516295306304254,-1.9748001739536408e-17,0.20720158251834891,True
2019-11-30,forward_return_3m,3717,90,623095851669.7684,0.10046552314279573,-0.00756368352494497,0.0015021228085193743,-0.0091044396647752,0.027331802866952474,-2.007182869378814e-17,0.2541427660236422,True
2019-12-31,forward_return_3m,3746,90,638765388977.4047,0.22545622074523589,0.002055830947455264,-0.012084681803428088,-0.009578668590247742,-0.012010254680852763,4.9079800554705264e-17,0.19171598323246536,True
2020-01-31,forward_return_3m,3762,90,658885160014.0962,0.17362555407865793,0.018679128280263625,-0.009497154232059058,0.0004900790136891139,-0.012610898837625251,-2.0303919216961928e-17,0.20818638236615014,True
2020-02-29,forward_return_3m,3782,90,667747832768.3622,0.30004483199869514,0.025793756482347895,-0.015215749184620677,-0.013083165838699295,-0.04784594568038532,-6.951369969096696e-17,0.21630016125256316,True
2020-03-31,forward_return_3m,3794,90,684921326815.1155,0.06070363609043528,0.017634930449535655,0.017583708839701687,-0.008126243537087905,0.01746332418632408,2.902849869341474e-17,0.2670469407891309,True
2020-04-30,forward_return_3m,3812,90,649451064506.8875,0.310502699867145,0.03354032908073254,0.010240387719376286,0.016172986045738007,-0.02947379793158921,-7.455852421407138e-18,0.3597081950623196,True
2020-05-31,forward_return_3m,3825,90,662084917953.5515,0.31212183109507424,-0.008134216177459817,0.012053679146729132,-0.028475382283746232,0.020086818479626862,-1.8111873656630004e-16,0.2670657553696533,True
2020-06-30,forward_return_3m,3847,90,724799892435.4097,0.1898276521722345,0.02182564557177238,0.010654974203887176,-0.004156982862993775,-0.05294583970185928,3.04755787367862e-17,0.23278759724117484,True
2020-07-31,forward_return_3m,3929,90,774756449657.2607,-0.028712430342169935,0.018522387530958598,0.0030981801608767757,-0.0133551654927691,-0.05871623681036269,-2.441416882861123e-17,0.2123075337726531,True
2020-08-31,forward_return_3m,3988,90,751969998659.1721,-0.1055442949509477,0.017330509204854967,0.012463705731138775,-0.005883800737640875,-0.025733058841409126,-3.563403890471917e-18,0.17577301933711598,True
2020-09-30,forward_return_3m,4056,90,696329392909.2819,0.1611773900685269,0.08397097157716465,0.017406246193645652,0.030752233705043285,-0.06394309897847415,7.007324810257399e-18,0.237135238817203,True
2020-10-31,forward_return_3m,4082,90,734486365700.3007,0.016929195518393888,0.11125075586923483,0.017737529783961054,0.0021955281758614022,-0.046020689463816315,-1.740673042038462e-18,0.22625692448046675,True
2020-11-30,forward_return_3m,4106,90,761682693707.4009,0.058760721079315466,0.0869249215468771,0.013508043447850511,0.010352495604088682,-0.03358549738148137,-1.4709238319437047e-17,0.17480451665934493,True
2020-12-31,forward_return_3m,4163,90,749853729704.322,-0.07275066234115139,0.04670932287520321,0.010329716765218079,0.004603454207018356,-0.06336142852956388,-3.08291572535835e-17,0.17073925256864847,True
2021-01-31,forward_return_3m,4199,90,778884522405.2992,-0.03193952485921246,0.010318780776666687,0.0034190010415085315,4.778323616153569e-06,-0.053678426613373555,8.460856582044537e-18,0.20003984704075936,True
2021-02-28,forward_return_3m,4231,90,812329909205.7085,-0.09418862935071044,-0.02185912211337116,-0.009867219984487665,0.002065499190458054,-0.008541773966964815,4.828197507233013e-18,0.25410927553121004,True
2021-03-31,forward_return_3m,4270,90,802532920601.7653,0.013683662910253188,-0.008367342843167865,-0.02099672145140331,0.01662128627017397,-0.011375696143155884,3.536073333700733e-17,0.2841121585439956,True
2021-04-30,forward_return_3m,4325,90,740935767340.6445,0.13357441488875946,-0.04340029943551425,-0.024744344141582535,0.013277175175694057,0.021668996848393532,-5.544697648995001e-17,0.3213750411630259,True
2021-05-31,forward_return_3m,4366,90,815723263195.5891,0.08928099950191293,-0.0200313025549807,-0.016210363462781166,0.019479816025462195,-0.0071701827172354436,4.536504525724414e-17,0.3310557295648707,True
2021-06-30,forward_return_3m,4418,90,814244994266.5103,0.05737844329248796,0.01181954798803404,-0.005083305075574316,0.0023426007513327675,-0.03227405487114895,-3.759379005973821e-17,0.2629896740895202,True
2021-07-31,forward_return_3m,4468,90,872797491244.4698,0.00770974771915912,0.028879267816838434,0.004194325036564402,-0.003317526420833046,-0.033955586317942744,-1.590292604655551e-18,0.24018567872511215,True
2021-08-31,forward_return_3m,4516,90,861386402043.1084,0.06245215647958944,-0.004842793964586959,-0.008197120209646908,0.0061870003760504345,-0.03363136903245556,1.4553853644333317e-17,0.23589210121498416,True
2021-09-30,forward_return_3m,4554,90,879915152904.6857,0.09225376448029897,-0.017009059961801482,0.005785453770013695,-0.018760486272341004,-0.017591125659005235,-2.379397610966519e-17,0.24058529189712008,True
2021-10-31,forward_return_3m,4587,90,876173517702.3774,0.0397252479332001,-0.010531297179505385,0.006838682969033123,-0.020425931456201994,-0.05894205260561288,1.1617768733814587e-17,0.24159335330126408,True
2021-11-30,forward_return_3m,4634,90,850075058347.926,0.009993763377183067,0.0156276942841297,0.01625851022741167,-0.024516103393281058,-0.05342385882328017,0.0,0.1828856146109106,True
2021-12-31,forward_return_3m,4679,90,824261739508.1443,0.0357897589077929,-0.02152985905614318,0.01132712718651588,-0.013657178342793399,-0.023938605334300145,1.3667203722677713e-17,0.20479292834270807,True
2022-01-31,forward_return_3m,4710,90,816393812949.6501,-0.022030442875738743,0.008885161197719598,-0.010567150135687198,-0.0033160297816635254,-0.006833868028017558,3.922316588060001e-17,0.18114270680135203,True
2022-02-28,forward_return_3m,4726,90,862066478442.0991,0.17064060276688855,0.014128256440849503,-0.0077649887248042275,-0.012928329840384422,-0.013704832919047642,1.2027807630302162e-17,0.17981554342574835,True
2022-03-31,forward_return_3m,4742,90,885279203802.5818,-0.016897377517944172,0.061076169490703006,0.024262228217999417,-0.009820052565162208,-0.0325966854057743,5.24441074474979e-18,0.19168101929898926,True
2022-04-30,forward_return_3m,4760,90,879870500170.7031,0.10979390252748444,0.011274828016331713,0.05919741919173536,0.025838276084453084,-0.03585817866388516,1.209116840264036e-16,0.2693166544942671,True
2022-05-31,forward_return_3m,4771,90,873795725588.2566,-0.08336172509682191,-0.00852432533516022,0.02262553147672139,-0.018112207903998364,-0.009238400518817443,5.212533169483024e-17,0.19909635536087766,True
2022-06-30,forward_return_3m,4804,90,874323157399.143,-0.11642258274526128,0.015384158038198516,-0.010614806168136775,0.005855653107169019,-0.04938656855642082,-6.286025451666165e-17,0.16326552844752026,True
2022-07-31,forward_return_3m,4843,90,884340673409.8328,-0.07210990200944102,0.017362972646377282,-0.010802970513937398,-0.0009824222551662498,-0.042677040416088975,-4.401462331778444e-18,0.16018576120743488,True
2022-08-31,forward_return_3m,4893,90,854383848571.9222,-0.030764990227264408,-0.012184747455804562,-0.005214388731349289,-0.00874398152296178,-0.009714409573084962,-1.1617293860782346e-17,0.1602062801630575,True
2022-09-30,forward_return_3m,4942,90,871461871415.5306,0.12636377707467772,-0.014943595104917091,-0.00038291069908921493,-0.009814616423416292,0.0003197305939578655,-1.7972044105627788e-17,0.17416450642156692,True
2022-10-31,forward_return_3m,4973,90,896455251852.7665,0.13075877203974598,-0.006439053307171136,-0.0042366751292798295,-0.010512256565878989,0.00846301270623781,-1.0001606978324354e-17,0.15263882254358008,True
2022-11-30,forward_return_3m,5007,90,932829817066.3855,0.07718903188865744,-0.01118025118814769,0.002351556548843769,-0.02566158806807708,0.010627094171362277,-5.1619716423554314e-17,0.14738538841724094,True
2022-12-31,forward_return_3m,5062,90,925156471891.9531,0.06841963673819383,-0.013770409536791392,0.008215513997738361,-0.0434638757850919,0.008466550899814145,-2.7371756908972646e-17,0.1874469947734715,True
2023-01-31,forward_return_3m,5071,90,929705272126.7854,0.0743424857501153,0.024236581287333827,-0.01286187782394378,-0.023965703316904185,-0.02213381027526124,2.0142086031456202e-17,0.23294993137751427,True
2023-02-28,forward_return_3m,5092,90,898781242768.1191,-0.009770274180256194,0.007146118025513804,-0.008170932967860712,0.00864949251310385,-0.018248983687740004,1.5349509217127065e-17,0.22924245202095958,True
2023-03-31,forward_return_3m,5116,90,950568759683.2355,0.01876421947791368,-0.01850583228651203,-0.004524606820716243,0.010897140683351134,0.0003866565585387297,-4.166591491947421e-18,0.1944956293004931,True
2023-04-30,forward_return_3m,5126,90,983584858669.0695,0.05812474988405283,-0.028045095364020254,0.004673942469105257,-0.017133897474026483,-0.003014304710089242,-6.237694715022339e-18,0.1329320698251556,True
2023-05-31,forward_return_3m,5154,90,962109221615.4939,0.001421745133882506,-0.03198509435915138,0.0036801364435937963,-0.026813409566751475,0.00813177221232068,-4.8251834985649025e-18,0.14249639803891806,True
2023-06-30,forward_return_3m,5194,90,943089137391.5522,-0.03656652846374434,-0.013390766444584734,0.0018077260043237765,-0.01825298884408312,-0.01784339506411224,2.052010211090008e-18,0.1429824806205191,True
2023-07-31,forward_return_3m,5232,90,923647249973.5686,-0.1221023491996238,-0.033934541371838836,0.0009605106320340265,-0.009994452742528998,0.008649518264461382,6.79035489067374e-19,0.15168958649168282,True
2023-08-31,forward_return_3m,5265,90,914525635023.5222,0.004971057246237212,-0.014995892324576408,0.0025482277385233303,0.003925356801696954,-0.07780394310416665,1.619470622815043e-17,0.17445816717535712,True
2023-09-30,forward_return_3m,5286,90,931577366006.187,0.021611034048389932,0.005966163744274869,0.0023977014255212635,0.06089000786273702,-0.1638653645249678,2.016296071963962e-17,0.2137691610125912,True
2023-10-31,forward_return_3m,5294,90,969039819997.5759,-0.10868987595922643,0.05518016208412078,0.0032498626325791705,0.023199765200631637,-0.16850347797096205,5.838422554885598e-17,0.19635914814802452,True
2023-11-30,forward_return_3m,5309,90,936554315226.5763,-0.10921160786703703,0.09762033946893897,-0.004136400923756299,0.07214059299482212,-0.06398053240816694,5.554251937096281e-17,0.16377592239147995,True
2023-12-31,forward_return_3m,5330,90,871716755073.3417,-0.11734208158504694,0.04792443719024571,-0.007522645273093176,-0.017109094566131723,0.008132497020888661,-3.332752043902909e-18,0.14731309484502908,True
2024-01-31,forward_return_3m,5342,90,1058985631858.4545,-0.01974701900694179,0.030422559517357887,0.00824015566718756,-0.03583002442922039,0.023745969018126842,2.6602124139277433e-18,0.18563689285118942,True
2024-02-29,forward_return_3m,5344,90,1203208403479.1328,-0.07833358294366251,0.027113068459296015,-0.021378606390770914,0.011625121982514492,-0.03446706361261779,5.318433650898954e-18,0.19687820943915682,True
2024-03-31,forward_return_3m,5341,90,947934728860.2721,-0.19262964811890626,0.024664213463037318,-0.0005625347625227413,-0.030167703930425026,-0.01778912518419609,5.0137763253995086e-17,0.17348746791488986,True
2024-04-30,forward_return_3m,5327,90,1113972307278.1584,-0.130839167555373,-0.007848053763200502,-0.004095100268589227,-0.00019781227871518422,-0.0020533761899876406,6.002332102347383e-18,0.14431367459173525,True
2024-05-31,forward_return_3m,5321,90,987002539730.4229,-0.0951065110806786,-0.007576117437136355,-0.0036309795117970057,-0.00708308313384131,-0.009155926683405428,-4.139602482346008e-17,0.13811277274934186,True
2024-06-30,forward_return_3m,5325,90,1043665932574.6277,0.2597460145501168,0.0068183955155767485,0.016915318702033416,0.02401218604020192,-0.03781801982619941,-1.6012230665016343e-17,0.19621077186629715,True
2024-07-31,forward_return_3m,5333,90,994677654562.4625,0.4938834955819547,-0.012101299599538623,0.04164021093148457,0.08176997690259202,-0.06750282002395933,2.5980842578889844e-16,0.3659218852469478,True
2024-08-31,forward_return_3m,5342,90,951572999727.8274,0.5715516943617082,-0.07565332739100318,0.06703887458934302,0.0420175036720606,-0.06501863038981563,2.527201793231356e-16,0.3797884639875783,True
2024-09-30,forward_return_3m,5351,91,969758333836.4436,0.21775372545568494,-0.02799645745293356,0.006007203133729874,0.012776084848065201,-0.027142520938975255,-4.581148268309373e-17,0.2298301753914801,True
2024-10-31,forward_return_3m,5362,91,960229658731.2146,0.017325941041847606,0.007701437095774895,-0.019130012281174388,-0.031586983129809565,-0.03912966400509995,1.9877174629618617e-18,0.19833353579719956,True
2024-11-30,forward_return_3m,5369,91,939610494532.7286,-0.03162751638183103,0.004907173566602831,-0.0018176438024179564,-0.01352867775823069,-0.008003112812705954,-4.3011061486688875e-18,0.21809362143073838,True
2024-12-31,forward_return_3m,5373,91,915380366074.7698,-0.026879973619001834,-0.010529662111127002,0.01557180126965212,0.01251658316297197,-0.028810732285058118,1.3224320412434398e-18,0.19188172507503748,True
2025-01-31,forward_return_3m,5386,91,909637415974.9933,0.11810947691910474,-0.015387996282312537,0.012246752284963337,0.017979982977431228,-0.03871414593966013,-1.3192401332344971e-18,0.20528431446090079,True
2025-02-28,forward_return_3m,5384,91,979131310372.891,0.12259784684015855,-0.014941171726420932,0.002374437140512166,-0.011669832124942374,-0.057845371940319704,-6.829603747322657e-17,0.20583987775502816,True
2025-03-31,forward_return_3m,5394,91,881506253776.462,0.19694969031731532,-0.03790582091204619,0.012639962492096628,0.011962953184980536,-0.03476776315477002,2.0417894705750005e-17,0.21667971339423986,True
2025-04-30,forward_return_3m,5396,91,992446621059.8922,0.07881095540372789,-0.02297984738581962,-0.010753228984890752,0.02110683540071431,-0.02553054303085081,1.3167952849520018e-17,0.22892770653334593,True
2025-05-31,forward_return_3m,5399,91,874059525765.5509,0.06527587923973105,-0.012798735144426187,-0.010328065205216275,-0.017486799883472758,0.027332895522321425,-7.896381579108355e-17,0.28416846313771427,True
2025-06-30,forward_return_3m,5406,91,894890466204.948,-0.006597654963702057,0.04476855483917701,-0.01697030672801102,-0.006493402904861545,-0.008640493346844837,-3.680206548516982e-17,0.28409902570916107,True
